date,demand
28-08-11,589.21
29-08-11,728.21
30-08-11,749.50
31-08-11,757.09
01-09-11,751.55
02-09-11,730.75
03-09-11,624.78
04-09-11,571.93
05-09-11,704.41
06-09-11,736.93
07-09-11,754.08
08-09-11,743.77
09-09-11,736.15
10-09-11,658.08
11-09-11,596.58
12-09-11,740.27
13-09-11,765.79
14-09-11,771.02
15-09-11,771.97
16-09-11,764.86
17-09-11,666.60
18-09-11,585.59
19-09-11,692.97
20-09-11,714.01
21-09-11,721.66
22-09-11,730.03
23-09-11,722.71
24-09-11,618.88
25-09-11,560.65
26-09-11,698.42
27-09-11,725.59
28-09-11,724.22
29-09-11,718.91
30-09-11,715.16
01-10-11,626.80
02-10-11,570.26
03-10-11,700.39
04-10-11,710.62
05-10-11,718.70
06-10-11,720.73
07-10-11,704.92
08-10-11,609.49
09-10-11,550.57
10-10-11,679.33
11-10-11,695.53
12-10-11,584.98
13-10-11,677.11
14-10-11,684.65
15-10-11,611.30
16-10-11,554.15
17-10-11,683.13
18-10-11,692.78
19-10-11,696.70
20-10-11,690.66
21-10-11,692.44
22-10-11,614.90
23-10-11,552.35
24-10-11,665.35
25-10-11,668.91
26-10-11,699.32
27-10-11,708.40
28-10-11,693.34
29-10-11,618.41
30-10-11,579.54
31-10-11,619.94
01-11-11,566.11
02-11-11,683.48
03-11-11,697.24
04-11-11,705.73
05-11-11,621.19
06-11-11,570.16
07-11-11,703.02
08-11-11,713.51
09-11-11,712.90
10-11-11,717.07
11-11-11,705.07
12-11-11,624.42
13-11-11,574.24
14-11-11,708.21
15-11-11,716.73
16-11-11,714.79
17-11-11,722.07
18-11-11,721.00
19-11-11,644.62
20-11-11,587.84
21-11-11,714.36
22-11-11,730.18
23-11-11,719.27
24-11-11,727.03
25-11-11,721.00
26-11-11,640.25
27-11-11,598.24
28-11-11,740.00
29-11-11,754.62
30-11-11,761.33
01-12-11,755.45
02-12-11,746.27
03-12-11,670.00
04-12-11,611.11
05-12-11,702.41
06-12-11,646.36
07-12-11,707.79
08-12-11,638.30
09-12-11,705.28
10-12-11,671.20
11-12-11,637.78
12-12-11,758.16
13-12-11,767.50
14-12-11,761.06
15-12-11,760.10
16-12-11,762.87
17-12-11,675.84
18-12-11,642.84
19-12-11,779.37
20-12-11,791.94
21-12-11,762.80
22-12-11,748.31
23-12-11,726.18
24-12-11,615.85
25-12-11,547.26
26-12-11,640.73
27-12-11,713.66
28-12-11,714.29
29-12-11,706.34
30-12-11,695.84
31-12-11,628.41
01-01-12,553.16
02-01-12,673.50
03-01-12,735.24
04-01-12,748.88
05-01-12,723.20
06-01-12,604.10
07-01-12,644.04
08-01-12,634.19
09-01-12,771.05
10-01-12,804.52
11-01-12,814.17
12-01-12,819.11
13-01-12,816.79
14-01-12,724.79
15-01-12,680.06
16-01-12,818.69
17-01-12,817.63
18-01-12,815.65
19-01-12,808.81
20-01-12,787.27
21-01-12,699.29
22-01-12,647.10
23-01-12,772.15
24-01-12,787.10
25-01-12,797.02
26-01-12,802.11
27-01-12,798.08
28-01-12,711.22
29-01-12,656.78
30-01-12,793.34
31-01-12,820.03
01-02-12,822.63
02-02-12,845.25
03-02-12,852.87
04-02-12,779.89
05-02-12,727.66
06-02-12,826.39
07-02-12,832.59
08-02-12,859.05
09-02-12,864.90
10-02-12,848.39
11-02-12,753.05
12-02-12,710.19
13-02-12,854.71
14-02-12,860.34
15-02-12,841.43
16-02-12,831.35
17-02-12,816.40
18-02-12,728.10
19-02-12,663.33
20-02-12,786.34
21-02-12,803.01
22-02-12,807.08
23-02-12,795.58
24-02-12,772.59
25-02-12,688.07
26-02-12,624.60
27-02-12,731.99
28-02-12,733.95
29-02-12,740.00
01-03-12,743.18
02-03-12,750.00
03-03-12,662.52
04-03-12,610.50
05-03-12,723.77
06-03-12,753.00
07-03-12,758.34
08-03-12,756.22
09-03-12,744.50
10-03-12,661.34
11-03-12,605.02
12-03-12,710.90
13-03-12,723.59
14-03-12,712.33
15-03-12,715.92
16-03-12,712.16
17-03-12,639.03
18-03-12,586.39
19-03-12,657.00
20-03-12,748.07
21-03-12,766.42
22-03-12,745.44
23-03-12,729.61
24-03-12,645.72
25-03-12,554.13
26-03-12,691.22
27-03-12,704.42
28-03-12,687.79
29-03-12,591.64
30-03-12,660.25
31-03-12,607.67
01-04-12,550.46
02-04-12,662.46
03-04-12,684.02
04-04-12,682.77
05-04-12,598.22
06-04-12,552.34
07-04-12,579.04
08-04-12,543.01
09-04-12,591.77
10-04-12,679.79
11-04-12,697.56
12-04-12,704.93
13-04-12,702.20
14-04-12,634.04
15-04-12,586.09
16-04-12,701.42
17-04-12,720.76
18-04-12,727.08
19-04-12,729.71
20-04-12,715.88
21-04-12,629.65
22-04-12,570.68
23-04-12,673.83
24-04-12,696.12
25-04-12,698.47
26-04-12,705.07
27-04-12,698.82
28-04-12,628.11
29-04-12,569.64
30-04-12,629.05
01-05-12,545.48
02-05-12,650.58
03-05-12,691.32
04-05-12,689.93
05-05-12,610.15
06-05-12,546.01
07-05-12,662.25
08-05-12,688.57
09-05-12,678.88
10-05-12,684.90
11-05-12,685.18
12-05-12,613.86
13-05-12,563.56
14-05-12,675.76
15-05-12,680.75
16-05-12,688.99
17-05-12,684.77
18-05-12,681.78
19-05-12,603.37
20-05-12,545.59
21-05-12,659.41
22-05-12,683.28
23-05-12,680.37
24-05-12,684.84
25-05-12,681.97
26-05-12,603.79
27-05-12,548.76
28-05-12,655.38
29-05-12,688.76
30-05-12,697.25
31-05-12,708.99
01-06-12,711.81
02-06-12,631.50
03-06-12,566.08
04-06-12,686.42
05-06-12,721.95
06-06-12,736.79
07-06-12,724.44
08-06-12,704.11
09-06-12,622.58
10-06-12,573.76
11-06-12,698.55
12-06-12,699.80
13-06-12,701.16
14-06-12,704.65
15-06-12,717.99
16-06-12,636.54
17-06-12,584.69
18-06-12,705.14
19-06-12,719.63
20-06-12,717.55
21-06-12,723.74
22-06-12,713.13
23-06-12,645.55
24-06-12,592.99
25-06-12,735.00
26-06-12,778.17
27-06-12,795.17
28-06-12,795.19
29-06-12,758.45
30-06-12,664.76
01-07-12,593.62
02-07-12,692.47
03-07-12,722.22
04-07-12,734.02
05-07-12,726.83
06-07-12,712.19
07-07-12,644.77
08-07-12,585.88
09-07-12,713.17
10-07-12,733.45
11-07-12,733.65
12-07-12,735.47
13-07-12,751.91
14-07-12,655.85
15-07-12,584.03
16-07-12,707.70
17-07-12,748.22
18-07-12,764.92
19-07-12,769.60
20-07-12,760.17
21-07-12,670.45
22-07-12,607.95
23-07-12,727.83
24-07-12,739.75
25-07-12,733.90
26-07-12,745.45
27-07-12,729.38
28-07-12,645.85
29-07-12,585.65
30-07-12,707.20
31-07-12,726.26
01-08-12,744.72
02-08-12,741.62
03-08-12,725.93
04-08-12,642.82
05-08-12,575.76
06-08-12,665.79
07-08-12,684.24
08-08-12,706.48
09-08-12,735.89
10-08-12,747.23
11-08-12,675.25
12-08-12,594.02
13-08-12,681.56
14-08-12,690.68
15-08-12,600.18
16-08-12,681.68
17-08-12,705.86
18-08-12,655.98
19-08-12,621.01
20-08-12,745.17
21-08-12,769.85
22-08-12,772.22
23-08-12,755.00
24-08-12,734.98
25-08-12,656.42
26-08-12,596.53
27-08-12,725.85
28-08-12,746.74
29-08-12,751.37
30-08-12,733.97
31-08-12,701.96
01-09-12,622.55
02-09-12,567.69
03-09-12,684.55
04-09-12,708.59
05-09-12,718.94
06-09-12,725.35
07-09-12,726.62
08-09-12,642.44
09-09-12,583.56
10-09-12,686.98
11-09-12,688.95
12-09-12,724.25
13-09-12,712.50
14-09-12,699.50
15-09-12,622.94
16-09-12,577.29
17-09-12,696.31
18-09-12,719.81
19-09-12,719.81
20-09-12,715.79
21-09-12,710.55
22-09-12,631.52
23-09-12,572.47
24-09-12,668.90
25-09-12,683.15
26-09-12,663.91
27-09-12,660.16
28-09-12,664.43
29-09-12,587.62
30-09-12,537.34
01-10-12,644.17
02-10-12,670.37
03-10-12,674.51
04-10-12,680.52
05-10-12,673.16
06-10-12,598.16
07-10-12,549.39
08-10-12,664.86
09-10-12,676.69
10-10-12,692.61
11-10-12,677.96
12-10-12,558.44
13-10-12,557.26
14-10-12,532.39
15-10-12,640.35
16-10-12,663.09
17-10-12,669.46
18-10-12,680.87
19-10-12,677.88
20-10-12,595.53
21-10-12,541.92
22-10-12,652.12
23-10-12,667.30
24-10-12,671.03
25-10-12,661.86
26-10-12,649.78
27-10-12,580.85
28-10-12,561.98
29-10-12,666.19
30-10-12,704.87
31-10-12,697.54
01-11-12,586.01
02-11-12,620.95
03-11-12,597.71
04-11-12,557.13
05-11-12,666.44
06-11-12,702.12
07-11-12,722.83
08-11-12,719.63
09-11-12,701.64
10-11-12,625.69
11-11-12,585.07
12-11-12,707.69
13-11-12,719.68
14-11-12,640.96
15-11-12,693.00
16-11-12,697.43
17-11-12,623.66
18-11-12,573.00
19-11-12,691.51
20-11-12,712.60
21-11-12,715.53
22-11-12,716.92
23-11-12,711.52
24-11-12,630.52
25-11-12,580.75
26-11-12,703.16
27-11-12,734.97
28-11-12,759.23
29-11-12,761.65
30-11-12,766.61
01-12-12,694.18
02-12-12,654.55
03-12-12,763.74
04-12-12,776.33
05-12-12,771.77
06-12-12,681.19
07-12-12,712.51
08-12-12,644.01
09-12-12,631.81
10-12-12,771.05
11-12-12,794.75
12-12-12,799.94
13-12-12,794.57
14-12-12,778.58
15-12-12,675.71
16-12-12,622.11
17-12-12,728.51
18-12-12,746.73
19-12-12,743.07
20-12-12,727.48
21-12-12,696.36
22-12-12,621.63
23-12-12,580.70
24-12-12,585.39
25-12-12,519.24
26-12-12,607.49
27-12-12,657.51
28-12-12,659.56
29-12-12,622.76
30-12-12,586.29
31-12-12,617.17
